v,vw,o,c,h,l,t,n,tDate,Symbol,Name
16252233,74.0538,74.34,74.05,74.38,73.81,1501041600000,95123,2017-07-26T04:00:00Z,MSFT,Microsoft
36844220,73.2932,73.76,73.16,74.42,72.32,1501128000000,196351,2017-07-27T04:00:00Z,MSFT,Microsoft
18306680,72.9979,72.67,73.04,73.31,72.54,1501214400000,97566,2017-07-28T04:00:00Z,MSFT,Microsoft
23600054,72.8706,73.3,72.7,73.44,72.41,1501473600000,120989,2017-07-31T04:00:00Z,MSFT,Microsoft
20823890,72.7772,73.1,72.58,73.42,72.49,1501560000000,101568,2017-08-01T04:00:00Z,MSFT,Microsoft
26499158,72.0185,72.55,72.26,72.56,71.445,1501646400000,139246,2017-08-02T04:00:00Z,MSFT,Microsoft
18214424,72.1304,72.19,72.15,72.44,71.845,1501732800000,100838,2017-08-03T04:00:00Z,MSFT,Microsoft
22578952,72.6245,72.4,72.68,73.04,72.24,1501819200000,122573,2017-08-04T04:00:00Z,MSFT,Microsoft
18705681,72.4845,72.8,72.4,72.9,72.26,1502078400000,95228,2017-08-07T04:00:00Z,MSFT,Microsoft
22044587,72.6856,72.09,72.79,73.13,71.75,1502164800000,115206,2017-08-08T04:00:00Z,MSFT,Microsoft
22213410,72.3516,72.25,72.47,72.51,72.05,1502251200000,116377,2017-08-09T04:00:00Z,MSFT,Microsoft
24734461,71.7274,71.9,71.41,72.19,71.35,1502337600000,145628,2017-08-10T04:00:00Z,MSFT,Microsoft
21443675,72.2202,71.61,72.5,72.7,71.28,1502424000000,125499,2017-08-11T04:00:00Z,MSFT,Microsoft
20096592,73.5292,73.06,73.59,73.72,72.95,1502683200000,107571,2017-08-14T04:00:00Z,MSFT,Microsoft
19181402,73.2294,73.59,73.22,73.59,73.04,1502769600000,80175,2017-08-15T04:00:00Z,MSFT,Microsoft
18150402,73.6216,73.34,73.65,74.1,73.17,1502856000000,109257,2017-08-16T04:00:00Z,MSFT,Microsoft
22977519,72.8839,73.58,72.4,73.87,72.4,1502942400000,131274,2017-08-17T04:00:00Z,MSFT,Microsoft
18761491,72.4389,72.27,72.49,72.84,71.93,1503028800000,102110,2017-08-18T04:00:00Z,MSFT,Microsoft
17734767,72.0646,72.47,72.15,72.48,71.7,1503288000000,98305,2017-08-21T04:00:00Z,MSFT,Microsoft
14343674,73.0271,72.35,73.16,73.24,72.35,1503374400000,81538,2017-08-22T04:00:00Z,MSFT,Microsoft
13766507,72.7885,72.96,72.72,73.15,72.53,1503460800000,75112,2017-08-23T04:00:00Z,MSFT,Microsoft
17098282,72.5956,72.74,72.69,72.86,72.07,1503547200000,82940,2017-08-24T04:00:00Z,MSFT,Microsoft
12794301,72.8782,72.86,72.82,73.35,72.48,1503633600000,78614,2017-08-25T04:00:00Z,MSFT,Microsoft
14569715,72.7781,73.06,72.83,73.09,72.55,1503892800000,66075,2017-08-28T04:00:00Z,MSFT,Microsoft
11478382,72.8684,72.25,73.05,73.16,72.05,1503979200000,73067,2017-08-29T04:00:00Z,MSFT,Microsoft
16897801,73.7629,73.01,74.01,74.2099,72.8293,1504065600000,89047,2017-08-30T04:00:00Z,MSFT,Microsoft
27652811,74.6891,74.03,74.77,74.96,73.8,1504152000000,125777,2017-08-31T04:00:00Z,MSFT,Microsoft
21736161,74.0167,74.71,73.94,74.74,73.64,1504238400000,107447,2017-09-01T04:00:00Z,MSFT,Microsoft
22242384,73.5138,73.34,73.61,73.89,72.98,1504584000000,124392,2017-09-05T04:00:00Z,MSFT,Microsoft
16535785,73.5678,73.74,73.4,74.04,73.35,1504670400000,82835,2017-09-06T04:00:00Z,MSFT,Microsoft
17471200,74.2882,73.68,74.34,74.6,73.6,1504756800000,98885,2017-09-07T04:00:00Z,MSFT,Microsoft
14703816,74.0986,74.33,73.98,74.44,73.84,1504843200000,80858,2017-09-08T04:00:00Z,MSFT,Microsoft
17910383,74.7111,74.31,74.76,74.945,74.31,1505102400000,91491,2017-09-11T04:00:00Z,MSFT,Microsoft
14394850,74.662,74.76,74.68,75.24,74.37,1505188800000,87428,2017-09-12T04:00:00Z,MSFT,Microsoft
13380802,75.0275,74.93,75.21,75.23,74.55,1505275200000,73296,2017-09-13T04:00:00Z,MSFT,Microsoft
15733914,74.9704,75,74.77,75.49,74.52,1505361600000,78186,2017-09-14T04:00:00Z,MSFT,Microsoft
38578441,75.019,74.83,75.31,75.39,74.07,1505448000000,120320,2017-09-15T04:00:00Z,MSFT,Microsoft
23306959,75.3529,75.23,75.16,75.97,75.04,1505707200000,100756,2017-09-18T04:00:00Z,MSFT,Microsoft
16093344,75.4277,75.21,75.44,75.71,75.01,1505793600000,86021,2017-09-19T04:00:00Z,MSFT,Microsoft
21587878,74.9414,75.35,74.94,75.55,74.31,1505880000000,117328,2017-09-20T04:00:00Z,MSFT,Microsoft
19186140,74.4721,75.11,74.21,75.24,74.11,1505966400000,98378,2017-09-21T04:00:00Z,MSFT,Microsoft
14111365,74.281,73.99,74.41,74.51,73.85,1506052800000,83053,2017-09-22T04:00:00Z,MSFT,Microsoft
24149163,73.262200000000007,74.09,73.26,74.25,72.92,1506312000000,136873,2017-09-25T04:00:00Z,MSFT,Microsoft
18019577,73.3447,73.67,73.26,73.81,72.99,1506398400000,91646,2017-09-26T04:00:00Z,MSFT,Microsoft
19563435,73.7486,73.55,73.85,74.17,73.17,1506484800000,111512,2017-09-27T04:00:00Z,MSFT,Microsoft
10883787,73.7438,73.54,73.87,73.97,73.31,1506571200000,67958,2017-09-28T04:00:00Z,MSFT,Microsoft
17079114,74.3537,73.94,74.49,74.535,73.88,1506657600000,81988,2017-09-29T04:00:00Z,MSFT,Microsoft
15304762,74.6911,74.71,74.61,75.01,74.295,1506916800000,92480,2017-10-02T04:00:00Z,MSFT,Microsoft
12190403,74.3885,74.67,74.26,74.88,74.195,1507003200000,73333,2017-10-03T04:00:00Z,MSFT,Microsoft
13317681,74.2816,74,74.69,74.72,73.71,1507089600000,86709,2017-10-04T04:00:00Z,MSFT,Microsoft
21195261,75.677,75.22,75.97,76.12,74.96,1507176000000,117089,2017-10-05T04:00:00Z,MSFT,Microsoft
13959814,75.8404,75.67,76,76.03,75.54,1507262400000,79283,2017-10-06T04:00:00Z,MSFT,Microsoft
11386502,76.2897,75.97,76.29,76.55,75.86,1507521600000,71876,2017-10-09T04:00:00Z,MSFT,Microsoft
13944545,76.3564,76.33,76.29,76.63,76.14,1507608000000,86722,2017-10-10T04:00:00Z,MSFT,Microsoft
15388898,76.268,76.36,76.42,76.46,75.95,1507694400000,78275,2017-10-11T04:00:00Z,MSFT,Microsoft
16876538,77.026,76.49,77.12,77.29,76.37,1507780800000,100376,2017-10-12T04:00:00Z,MSFT,Microsoft
15335742,77.5147,77.59,77.49,77.87,77.29,1507867200000,85776,2017-10-13T04:00:00Z,MSFT,Microsoft
12380093,77.5661,77.42,77.65,77.81,77.35,1508126400000,78255,2017-10-16T04:00:00Z,MSFT,Microsoft
16823989,77.4618,77.47,77.59,77.62,77.25,1508212800000,79151,2017-10-17T04:00:00Z,MSFT,Microsoft
13300701,77.663,77.67,77.61,77.85,77.37,1508299200000,77675,2017-10-18T04:00:00Z,MSFT,Microsoft
15092758,77.7118,77.57,77.91,77.93,77.35,1508385600000,96653,2017-10-19T04:00:00Z,MSFT,Microsoft
22866426,78.6777,78.32,78.81,78.97,78.22,1508472000000,101958,2017-10-20T04:00:00Z,MSFT,Microsoft
20627173,78.9915,78.99,78.83,79.34,78.76,1508731200000,110771,2017-10-23T04:00:00Z,MSFT,Microsoft
17517182,78.8925,78.9,78.86,79.2,78.46,1508817600000,99022,2017-10-24T04:00:00Z,MSFT,Microsoft
20410808,78.5775,78.58,78.63,79.1,78.01,1508904000000,129848,2017-10-25T04:00:00Z,MSFT,Microsoft
32120717,79.2096,79.2,78.76,79.42,78.75,1508990400000,166179,2017-10-26T04:00:00Z,MSFT,Microsoft
71066729,84.5824,84.37,83.81,86.2,83.61,1509076800000,413493,2017-10-27T04:00:00Z,MSFT,Microsoft
31756653,83.8164,83.7,83.89,84.325,83.105,1509336000000,185082,2017-10-30T04:00:00Z,MSFT,Microsoft
27086575,83.4801,84.36,83.18,84.36,83.11,1509422400000,147101,2017-10-31T04:00:00Z,MSFT,Microsoft
22307371,83.2407,83.68,83.18,83.76,82.88,1509508800000,144582,2017-11-01T04:00:00Z,MSFT,Microsoft
23992945,83.8632,83.35,84.05,84.46,83.12,1509595200000,150716,2017-11-02T04:00:00Z,MSFT,Microsoft
17633543,84.0292,84.08,84.14,84.54,83.4,1509681600000,110784,2017-11-03T04:00:00Z,MSFT,Microsoft
19860852,84.4045,84.2,84.47,84.7,84.0825,1509944400000,114548,2017-11-06T05:00:00Z,MSFT,Microsoft
17939727,84.2171,84.77,84.27,84.9,83.93,1510030800000,107010,2017-11-07T05:00:00Z,MSFT,Microsoft
18034170,84.3268,84.14,84.56,84.61,83.83,1510117200000,90294,2017-11-08T05:00:00Z,MSFT,Microsoft
21178356,83.7119,84.11,84.09,84.27,82.9,1510203600000,143000,2017-11-09T05:00:00Z,MSFT,Microsoft
19397793,83.6804,83.79,83.87,84.095,83.23,1510290000000,92056,2017-11-10T05:00:00Z,MSFT,Microsoft
14196896,83.757,83.66,83.93,83.94,83.46,1510549200000,77269,2017-11-13T05:00:00Z,MSFT,Microsoft
18801280,83.6261,83.5,84.05,84.1,82.98,1510635600000,121162,2017-11-14T05:00:00Z,MSFT,Microsoft
19383102,83.1369,83.47,82.98,83.69,82.69,1510722000000,100028,2017-11-15T05:00:00Z,MSFT,Microsoft
20962750,83.1978,83.1,83.2,83.42,82.94,1510808400000,120124,2017-11-16T05:00:00Z,MSFT,Microsoft
22078993,82.5356,83.12,82.4,83.12,82.24,1510894800000,117175,2017-11-17T05:00:00Z,MSFT,Microsoft
16314978,82.4765,82.4,82.53,82.59,82.25,1511154000000,91717,2017-11-20T05:00:00Z,MSFT,Microsoft
21237454,83.607,82.74,83.72,83.84,82.74,1511240400000,93761,2017-11-21T05:00:00Z,MSFT,Microsoft
20553089,83.2629,83.83,83.11,83.9,83.04,1511326800000,91294,2017-11-22T05:00:00Z,MSFT,Microsoft
7425603,83.1758,83.01,83.26,83.43,82.78,1511499600000,42583,2017-11-24T05:00:00Z,MSFT,Microsoft
18265242,83.8105,83.31,83.87,83.98,83.3,1511758800000,100269,2017-11-27T05:00:00Z,MSFT,Microsoft
21925959,84.7185,84.07,84.88,85.06,84.02,1511845200000,122654,2017-11-28T05:00:00Z,MSFT,Microsoft
27381109,83.8089,84.71,83.34,84.9172,83.175,1511931600000,191091,2017-11-29T05:00:00Z,MSFT,Microsoft
32949647,84.0553,83.51,84.17,84.52,83.34,1512018000000,153941,2017-11-30T05:00:00Z,MSFT,Microsoft
29532132,84.0306,83.6,84.26,84.81,83.22,1512104400000,204682,2017-12-01T05:00:00Z,MSFT,Microsoft
39094880,81.8901,84.42,81.08,84.4299,80.7,1512363600000,242607,2017-12-04T05:00:00Z,MSFT,Microsoft
26152261,81.856,81.34,81.59,82.68,80.9801,1512450000000,163230,2017-12-05T05:00:00Z,MSFT,Microsoft
26162054,82.6871,81.55,82.78,83.14,81.43,1512536400000,128526,2017-12-06T05:00:00Z,MSFT,Microsoft
23184547,82.4247,82.54,82.49,82.8,82,1512622800000,126818,2017-12-07T05:00:00Z,MSFT,Microsoft
24489106,84.1042,83.63,84.16,84.58,83.33,1512709200000,133618,2017-12-08T05:00:00Z,MSFT,Microsoft
22857854,84.9939,84.29,85.23,85.37,84.12,1512968400000,111388,2017-12-11T05:00:00Z,MSFT,Microsoft
23924105,85.5826,85.31,85.58,86.05,85.08,1513054800000,141170,2017-12-12T05:00:00Z,MSFT,Microsoft
22062679,85.5004,85.74,85.35,86,85.17,1513141200000,132756,2017-12-13T05:00:00Z,MSFT,Microsoft
19305961,84.9499,85.43,84.69,85.8739,84.53,1513227600000,117596,2017-12-14T05:00:00Z,MSFT,Microsoft
53936687,86.2822,85.26,86.85,87.09,84.88,1513314000000,178747,2017-12-15T05:00:00Z,MSFT,Microsoft
22283752,86.6292,87.12,86.38,87.4999,86.23,1513573200000,126231,2017-12-18T05:00:00Z,MSFT,Microsoft
23524787,85.713,86.35,85.83,86.35,85.27,1513659600000,120859,2017-12-19T05:00:00Z,MSFT,Microsoft
23674931,85.304,86.2,85.52,86.3,84.71,1513746000000,117536,2017-12-20T05:00:00Z,MSFT,Microsoft
17990745,85.7218,86.05,85.5,86.1,85.4,1513832400000,89737,2017-12-21T05:00:00Z,MSFT,Microsoft
14145841,85.331,85.4,85.51,85.63,84.92,1513918800000,72733,2017-12-22T05:00:00Z,MSFT,Microsoft
9891237,85.3374,85.31,85.4,85.5346,85.03,1514264400000,57085,2017-12-26T05:00:00Z,MSFT,Microsoft
14678025,85.6004,85.65,85.71,85.98,85.215,1514350800000,77530,2017-12-27T05:00:00Z,MSFT,Microsoft
10594344,85.6876,85.9,85.72,85.93,85.55,1514437200000,64297,2017-12-28T05:00:00Z,MSFT,Microsoft
18717406,85.6924,85.63,85.54,86.05,85.5,1514523600000,82831,2017-12-29T05:00:00Z,MSFT,Microsoft
22483797,85.9029,86.125,85.95,86.31,85.5,1514869200000,119264,2018-01-02T05:00:00Z,MSFT,Microsoft
26061439,86.3166,86.055,86.35,86.51,85.97,1514955600000,126562,2018-01-03T05:00:00Z,MSFT,Microsoft
21911974,87.2366,86.59,87.11,87.66,86.57,1515042000000,124561,2018-01-04T05:00:00Z,MSFT,Microsoft
23407110,88.0986,87.66,88.19,88.41,87.43,1515128400000,118899,2018-01-05T05:00:00Z,MSFT,Microsoft
22113049,88.2144,88.2,88.28,88.58,87.6046,1515387600000,104870,2018-01-08T05:00:00Z,MSFT,Microsoft
19484317,88.3001,88.65,88.22,88.7272,87.86,1515474000000,129008,2018-01-09T05:00:00Z,MSFT,Microsoft
18652201,87.7433,87.86,87.82,88.19,87.41,1515560400000,114401,2018-01-10T05:00:00Z,MSFT,Microsoft
17808877,87.8528,88.13,88.08,88.13,87.24,1515646800000,101707,2018-01-11T05:00:00Z,MSFT,Microsoft
24271531,89.2985,88.67,89.6,89.78,88.45,1515733200000,140391,2018-01-12T05:00:00Z,MSFT,Microsoft
36599736,89.3006,90.1,88.35,90.79,88.0104,1516078800000,216994,2018-01-16T05:00:00Z,MSFT,Microsoft
25621164,89.8712,89.08,90.14,90.28,88.75,1516165200000,140331,2018-01-17T05:00:00Z,MSFT,Microsoft
24159683,90.3252,89.8,90.1,90.67,89.66,1516251600000,138072,2018-01-18T05:00:00Z,MSFT,Microsoft
36875013,90.0375,90.14,90,90.61,89.66,1516338000000,138781,2018-01-19T05:00:00Z,MSFT,Microsoft
23601555,91.1435,90,91.61,91.62,89.74,1516597200000,123280,2018-01-22T05:00:00Z,MSFT,Microsoft
23412841,91.8992,91.9,91.9,92.3,91.54,1516683600000,141143,2018-01-23T05:00:00Z,MSFT,Microsoft
33127483,92.3065,92.55,91.82,93.43,91.58,1516770000000,186881,2018-01-24T05:00:00Z,MSFT,Microsoft
26383238,92.5006,92.465,92.33,93.24,91.93,1516856400000,159547,2018-01-25T05:00:00Z,MSFT,Microsoft
29172167,93.5822,93.12,94.06,94.06,92.58,1516942800000,146066,2018-01-26T05:00:00Z,MSFT,Microsoft
31569940,94.1096,95.14,93.92,95.45,93.72,1517202000000,191361,2018-01-29T05:00:00Z,MSFT,Microsoft
38635053,92.8617,93.3,92.74,93.66,92.1,1517288400000,200780,2018-01-30T05:00:00Z,MSFT,Microsoft
48756338,94.3132,93.75,95.01,95.4,93.51,1517374800000,272629,2018-01-31T05:00:00Z,MSFT,Microsoft
47227882,94.9701,94.79,94.26,96.07,93.5813,1517461200000,276460,2018-02-01T05:00:00Z,MSFT,Microsoft
47867753,92.3998,93.64,91.78,93.97,91.5,1517547600000,274741,2018-02-02T05:00:00Z,MSFT,Microsoft
51031465,90.4934,90.56,88,93.24,88,1517806800000,354823,2018-02-05T05:00:00Z,MSFT,Microsoft
67998564,88.8712,86.89,91.33,91.475,85.25,1517893200000,484797,2018-02-06T05:00:00Z,MSFT,Microsoft
41107592,90.4086,90.49,89.61,91.77,89.2,1517979600000,273173,2018-02-07T05:00:00Z,MSFT,Microsoft
55628657,87.0804,89.71,85.01,89.875,84.76,1518066000000,375333,2018-02-08T05:00:00Z,MSFT,Microsoft
63499065,86.6271,86.3,88.18,88.93,83.83,1518152400000,429204,2018-02-09T05:00:00Z,MSFT,Microsoft
35720341,88.9772,88.735,89.13,89.78,87.9295,1518411600000,225997,2018-02-12T05:00:00Z,MSFT,Microsoft
26407702,89.1821,88.93,89.83,90,87.8,1518498000000,177947,2018-02-13T05:00:00Z,MSFT,Microsoft
34960912,89.9875,88.51,90.81,90.99,88.41,1518584400000,232666,2018-02-14T05:00:00Z,MSFT,Microsoft
27823866,92.0051,91.21,92.66,92.72,90.62,1518670800000,177837,2018-02-15T05:00:00Z,MSFT,Microsoft
30596919,92.528,92.45,92,93.5,91.8,1518757200000,173070,2018-02-16T05:00:00Z,MSFT,Microsoft
30796445,92.5326,91.475,92.72,93.06,91.01,1519102800000,162849,2018-02-20T05:00:00Z,MSFT,Microsoft
26922503,92.5718,92.98,91.49,93.3595,91.49,1519189200000,191630,2018-02-21T05:00:00Z,MSFT,Microsoft
24392753,91.9836,92.05,91.73,92.73,91.36,1519275600000,152975,2018-02-22T05:00:00Z,MSFT,Microsoft
26329226,93.4328,92.75,94.06,94.07,92.36,1519362000000,159067,2018-02-23T05:00:00Z,MSFT,Microsoft
30199846,95.0808,94.4,95.42,95.45,94.25,1519621200000,167249,2018-02-26T05:00:00Z,MSFT,Microsoft
25869119,95.0063,95.74,94.2,95.84,94.2,1519707600000,186660,2018-02-27T05:00:00Z,MSFT,Microsoft
31167338,94.5321,94.84,93.77,95.705,93.63,1519794000000,171120,2018-02-28T05:00:00Z,MSFT,Microsoft
37135561,92.8898,93.99,92.85,94.57,91.84,1519880400000,259005,2018-03-01T05:00:00Z,MSFT,Microsoft
32830389,92.1383,91.58,93.05,93.15,90.86,1519966800000,207634,2018-03-02T05:00:00Z,MSFT,Microsoft
23901578,93.417,92.34,93.64,94.27,92.26,1520226000000,164506,2018-03-05T05:00:00Z,MSFT,Microsoft
22175776,93.481,94.34,93.32,94.49,92.941,1520312400000,156375,2018-03-06T05:00:00Z,MSFT,Microsoft
26716127,93.3821,93.16,93.86,93.9406,92.43,1520398800000,176547,2018-03-07T05:00:00Z,MSFT,Microsoft
25887828,94.4503,94.27,94.43,95.1,93.765,1520485200000,167502,2018-03-08T05:00:00Z,MSFT,Microsoft
36937254,96.0291,95.29,96.54,96.54,95,1520571600000,194577,2018-03-09T05:00:00Z,MSFT,Microsoft
26073742,96.7056,96.5,96.77,97.21,96.04,1520827200000,154831,2018-03-12T04:00:00Z,MSFT,Microsoft
35387817,95.1647,97,94.41,97.24,93.97,1520913600000,235408,2018-03-13T04:00:00Z,MSFT,Microsoft
32131981,94.2866,95.12,93.85,95.41,93.5,1521000000000,199468,2018-03-14T04:00:00Z,MSFT,Microsoft
27610998,94.0086,93.53,94.18,94.58,92.83,1521086400000,165119,2018-03-15T04:00:00Z,MSFT,Microsoft
49081279,94.5415,94.68,94.6,95.38,93.92,1521172800000,151338,2018-03-16T04:00:00Z,MSFT,Microsoft
33344085,92.8579,93.74,92.89,93.9,92.11,1521432000000,237572,2018-03-19T04:00:00Z,MSFT,Microsoft
23075240,93.3319,93.05,93.13,93.77,93,1521518400000,145603,2018-03-20T04:00:00Z,MSFT,Microsoft
24457082,92.9464,92.93,92.48,94.05,92.21,1521604800000,159558,2018-03-21T04:00:00Z,MSFT,Microsoft
38604715,90.6083,91.265,89.79,91.75,89.66,1521691200000,269928,2018-03-22T04:00:00Z,MSFT,Microsoft
44068949,88.7557,89.5,87.18,90.46,87.08,1521777600000,268430,2018-03-23T04:00:00Z,MSFT,Microsoft
56396780,92.6388,90.61,93.78,94,90.4,1522036800000,334148,2018-03-26T04:00:00Z,MSFT,Microsoft
56569011,91.8444,94.94,89.47,95.139,88.51,1522123200000,355572,2018-03-27T04:00:00Z,MSFT,Microsoft
52501146,89.9311,89.82,89.39,91.23,88.873,1522209600000,370785,2018-03-28T04:00:00Z,MSFT,Microsoft
45867548,90.5605,90.18,91.27,92.29,88.4,1522296000000,270854,2018-03-29T04:00:00Z,MSFT,Microsoft
48515417,88.6693,90.47,88.52,90.88,87.51,1522641600000,345365,2018-04-02T04:00:00Z,MSFT,Microsoft
37213837,89.1898,89.575,89.71,90.05,87.89,1522728000000,251679,2018-04-03T04:00:00Z,MSFT,Microsoft
35559956,90.558,87.85,92.33,92.76,87.73,1522814400000,235963,2018-04-04T04:00:00Z,MSFT,Microsoft
29771881,92.3622,92.435,92.38,93.065,91.4,1522900800000,198337,2018-04-05T04:00:00Z,MSFT,Microsoft
38026000,90.7685,91.49,90.23,92.46,89.48,1522987200000,235917,2018-04-06T04:00:00Z,MSFT,Microsoft
31533718,91.735,91.04,90.77,93.17,90.62,1523246400000,203963,2018-04-09T04:00:00Z,MSFT,Microsoft
26939883,92.5857,92.39,92.88,93.28,91.64,1523332800000,198539,2018-04-10T04:00:00Z,MSFT,Microsoft
24872110,92.2266,92.01,91.86,93.29,91.48,1523419200000,175983,2018-04-11T04:00:00Z,MSFT,Microsoft
26758879,93.5107,92.43,93.58,94.16,92.43,1523505600000,170770,2018-04-12T04:00:00Z,MSFT,Microsoft
23346063,93.1715,94.05,93.08,94.18,92.44,1523592000000,165772,2018-04-13T04:00:00Z,MSFT,Microsoft
20286283,94.1355,94.07,94.17,94.66,93.42,1523851200000,142375,2018-04-16T04:00:00Z,MSFT,Microsoft
26771000,96.0475,95,96.07,96.54,94.88,1523937600000,176529,2018-04-17T04:00:00Z,MSFT,Microsoft
21043287,96.3026,96.22,96.44,96.72,95.52,1524024000000,145962,2018-04-18T04:00:00Z,MSFT,Microsoft
23552541,96.0873,96.44,96.11,97.07,95.34,1524110400000,161446,2018-04-19T04:00:00Z,MSFT,Microsoft
31154377,94.9585,95.91,95,96.11,94.05,1524196800000,172668,2018-04-20T04:00:00Z,MSFT,Microsoft
22331829,95.3901,95.7436,95.35,96.29,94.63,1524456000000,138784,2018-04-23T04:00:00Z,MSFT,Microsoft
34524799,93.8609,96.242,93.12,96.47,92.41,1524542400000,226936,2018-04-24T04:00:00Z,MSFT,Microsoft
33729257,91.8509,93.3,92.31,93.3,90.28,1524628800000,217039,2018-04-25T04:00:00Z,MSFT,Microsoft
42501543,94.3821,93.55,94.26,95.15,93.1,1524715200000,227830,2018-04-26T04:00:00Z,MSFT,Microsoft
48272780,95.7011,97.6,95.82,97.9,93.91,1524801600000,301752,2018-04-27T04:00:00Z,MSFT,Microsoft
41523605,94.2474,96.33,93.52,96.3964,93.15,1525060800000,229654,2018-04-30T04:00:00Z,MSFT,Microsoft
31408927,94.1996,93.21,95,95.29,92.79,1525147200000,209724,2018-05-01T04:00:00Z,MSFT,Microsoft
27471002,94.0165,94.99,93.51,95.17,93.19,1525233600000,188108,2018-05-02T04:00:00Z,MSFT,Microsoft
31142497,93.7028,92.96,94.07,94.925,92.45,1525320000000,238267,2018-05-03T04:00:00Z,MSFT,Microsoft
22531325,94.745,93.32,95.16,95.37,92.92,1525406400000,165937,2018-05-04T04:00:00Z,MSFT,Microsoft
24242019,96.1875,95.17,96.22,96.71,95.1,1525665600000,172133,2018-05-07T04:00:00Z,MSFT,Microsoft
23484589,95.6438,95.8456,95.81,96.16,95.0631,1525752000000,158813,2018-05-08T04:00:00Z,MSFT,Microsoft
27327410,96.3496,96.01,96.94,96.97,95.05,1525838400000,159049,2018-05-09T04:00:00Z,MSFT,Microsoft
22388119,97.6375,97.46,97.91,97.95,97.05,1525924800000,130886,2018-05-10T04:00:00Z,MSFT,Microsoft
16778316,97.509,97.8,97.7,97.87,97.04,1526011200000,110233,2018-05-11T04:00:00Z,MSFT,Microsoft
19454124,98.0923,97.92,98.03,98.69,97.31,1526270400000,122042,2018-05-14T04:00:00Z,MSFT,Microsoft
24594010,97.0018,97.24,97.32,97.85,96.34,1526356800000,155479,2018-05-15T04:00:00Z,MSFT,Microsoft
17384742,97.0465,97.36,97.15,97.4,96.615,1526443200000,108957,2018-05-16T04:00:00Z,MSFT,Microsoft
17246716,96.5689,96.76,96.18,97.5401,95.83,1526529600000,111673,2018-05-17T04:00:00Z,MSFT,Microsoft
17844090,96.4965,96.01,96.36,96.93,96.01,1526616000000,102177,2018-05-18T04:00:00Z,MSFT,Microsoft
19422467,97.5369,97,97.6,98.01,96.8,1526875200000,109674,2018-05-21T04:00:00Z,MSFT,Microsoft
15441189,97.5935,97.68,97.5,98.17,97.2,1526961600000,96179,2018-05-22T04:00:00Z,MSFT,Microsoft
21251222,97.952,96.71,98.66,98.73,96.32,1527048000000,130662,2018-05-23T04:00:00Z,MSFT,Microsoft
26649287,98.0448,98.725,98.31,98.94,96.81,1527134400000,145634,2018-05-24T04:00:00Z,MSFT,Microsoft
18363918,98.4808,98.3,98.36,98.98,97.86,1527220800000,119684,2018-05-25T04:00:00Z,MSFT,Microsoft
28670981,97.942,97.84,98.01,98.88,97.23,1527566400000,192768,2018-05-29T04:00:00Z,MSFT,Microsoft
22158528,98.723,98.31,98.95,99.25,97.91,1527652800000,145389,2018-05-30T04:00:00Z,MSFT,Microsoft
34140891,99.0883,99.29,98.84,99.99,98.61,1527739200000,179938,2018-05-31T04:00:00Z,MSFT,Microsoft
28655624,100.3565,99.2798,100.79,100.86,99.17,1527825600000,181743,2018-06-01T04:00:00Z,MSFT,Microsoft
27281623,101.4713,101.26,101.67,101.86,100.851,1528084800000,167916,2018-06-04T04:00:00Z,MSFT,Microsoft
23514402,102.0399,102,102.19,102.33,101.53,1528171200000,150302,2018-06-05T04:00:00Z,MSFT,Microsoft
21122917,102.3496,102.48,102.49,102.6,101.9,1528257600000,131064,2018-06-06T04:00:00Z,MSFT,Microsoft
28232197,101.1905,102.65,100.88,102.69,100.38,1528344000000,183245,2018-06-07T04:00:00Z,MSFT,Microsoft
22165128,101.3775,101.0924,101.63,101.95,100.54,1528430400000,142265,2018-06-08T04:00:00Z,MSFT,Microsoft
23490894,101.1276,101.37,101.05,101.59,100.67,1528689600000,128102,2018-06-11T04:00:00Z,MSFT,Microsoft
18325228,101.1878,101.1,101.31,101.4493,100.75,1528776000000,127464,2018-06-12T04:00:00Z,MSFT,Microsoft
29492875,101.1922,101.72,100.85,102.01,100.56,1528862400000,191916,2018-06-13T04:00:00Z,MSFT,Microsoft
25691811,101.48,101.65,101.42,102.03,101,1528948800000,164189,2018-06-14T04:00:00Z,MSFT,Microsoft
65738585,100.6218,101.51,100.13,101.53,100.07,1529035200000,205195,2018-06-15T04:00:00Z,MSFT,Microsoft
23586037,100.653,100.01,100.86,101.11,99.42,1529294400000,159950,2018-06-18T04:00:00Z,MSFT,Microsoft
28653087,100.4053,99.65,100.86,101,99.5,1529380800000,170590,2018-06-19T04:00:00Z,MSFT,Microsoft
26180792,101.871,101.37,101.87,102.52,101.12,1529467200000,172901,2018-06-20T04:00:00Z,MSFT,Microsoft
23198188,101.4062,102.075,101.14,102.46,100.88,1529553600000,155933,2018-06-21T04:00:00Z,MSFT,Microsoft
38923105,100.2745,100.41,100.41,100.77,99.625,1529640000000,167684,2018-06-22T04:00:00Z,MSFT,Microsoft
35433333,98.4784,100,98.39,100.11,97.3,1529899200000,280710,2018-06-25T04:00:00Z,MSFT,Microsoft
26897244,99.3775,98.82,99.08,100.08,98.75,1529985600000,169259,2018-06-26T04:00:00Z,MSFT,Microsoft
31298386,98.6803,99.58,97.54,100.02,97.4,1530072000000,204521,2018-06-27T04:00:00Z,MSFT,Microsoft
