v,vw,o,c,h,l,t,n,tDate,Symbol,Name
36685925,212.9825,211.59,213.25,214.67,210.329,1603771200000,359568,2020-10-27T04:00:00Z,MSFT,Microsoft
51178393,204.9126,207.67,202.68,208.84,202.1,1603857600000,613378,2020-10-28T04:00:00Z,MSFT,Microsoft
31372563,205.1144,204.07,204.72,207.36,203.37,1603944000000,350614,2020-10-29T04:00:00Z,MSFT,Microsoft
36968111,201.4772,203.5,202.47,204.29,199.62,1604030400000,467253,2020-10-30T04:00:00Z,MSFT,Microsoft
30842163,202.3706,204.29,202.33,205.28,200.12,1604293200000,339681,2020-11-02T05:00:00Z,MSFT,Microsoft
27511636,206.487,203.89,206.43,208.12,203.12,1604379600000,277385,2020-11-03T05:00:00Z,MSFT,Microsoft
42299777,216.1049,214.02,216.39,218.32,212.4185,1604466000000,460852,2020-11-04T05:00:00Z,MSFT,Microsoft
36080137,222.9468,222.04,223.29,224.12,221.15,1604552400000,362014,2020-11-05T05:00:00Z,MSFT,Microsoft
25231895,222.2102,222.26,223.72,224.36,218.03,1604638800000,264715,2020-11-06T05:00:00Z,MSFT,Microsoft
44347950,222.4811,224.435,218.39,228.12,217.88,1604898000000,465495,2020-11-09T05:00:00Z,MSFT,Microsoft
44022470,211.8445,214.5,211.01,216.5,209.72,1604984400000,504391,2020-11-10T05:00:00Z,MSFT,Microsoft
29440788,215.6128,212.39,216.55,218.04,212.2,1605070800000,270700,2020-11-11T05:00:00Z,MSFT,Microsoft
21616115,216.5288,217.21,215.44,219.11,214.46,1605157200000,245295,2020-11-12T05:00:00Z,MSFT,Microsoft
18630307,216.001,216.36,216.51,217.42,214.16,1605243600000,191297,2020-11-13T05:00:00Z,MSFT,Microsoft
24953344,216.489,214.87,217.23,217.74,214.52,1605502800000,234034,2020-11-16T05:00:00Z,MSFT,Microsoft
24154112,215.3621,216.1,214.46,217.68,214.08,1605589200000,233158,2020-11-17T05:00:00Z,MSFT,Microsoft
28372789,212.4425,213.65,211.08,215.17,210.93,1605675600000,273276,2020-11-18T05:00:00Z,MSFT,Microsoft
24792746,211.7601,211.38,212.42,213.03,209.93,1605762000000,230817,2020-11-19T05:00:00Z,MSFT,Microsoft
22843119,211.636,212.2,210.39,213.285,210,1605848400000,214089,2020-11-20T05:00:00Z,MSFT,Microsoft
25683507,209.9553,210.95,210.11,212.29,208.16,1606107600000,260026,2020-11-23T05:00:00Z,MSFT,Microsoft
33979731,211.9157,209.59,213.86,214.25,208.86,1606194000000,294859,2020-11-24T05:00:00Z,MSFT,Microsoft
20938887,213.8127,215.11,213.87,215.29,212.46,1606280400000,228100,2020-11-25T05:00:00Z,MSFT,Microsoft
14512213,215.2732,214.85,215.23,216.27,214.04,1606453200000,140034,2020-11-27T05:00:00Z,MSFT,Microsoft
33064753,213.0843,214.1,214.07,214.76,210.835,1606712400000,303757,2020-11-30T05:00:00Z,MSFT,Microsoft
30931318,215.3713,214.51,216.21,217.32,213.35,1606798800000,289366,2020-12-01T05:00:00Z,MSFT,Microsoft
23724509,214.52,214.88,215.37,215.47,212.8,1606885200000,222825,2020-12-02T05:00:00Z,MSFT,Microsoft
25120922,214.6474,214.61,214.24,216.3757,213.65,1606971600000,227067,2020-12-03T05:00:00Z,MSFT,Microsoft
24144649,214.1772,214.22,214.36,215.38,213.18,1607058000000,218372,2020-12-04T05:00:00Z,MSFT,Microsoft
24496997,214.0972,214.37,214.29,215.54,212.99,1607317200000,217373,2020-12-07T05:00:00Z,MSFT,Microsoft
23284094,215.4765,213.97,216.01,216.95,212.89,1607403600000,230118,2020-12-08T05:00:00Z,MSFT,Microsoft
32282603,212.9181,215.16,211.8,215.225,211.214,1607490000000,319612,2020-12-09T05:00:00Z,MSFT,Microsoft
26467017,211.332,211.77,210.52,213.08,210.36,1607576400000,253160,2020-12-10T05:00:00Z,MSFT,Microsoft
30786640,211.7619,210.05,213.26,213.32,209.11,1607662800000,259253,2020-12-11T05:00:00Z,MSFT,Microsoft
28794179,214.6585,213.1,214.2,216.21,212.88,1607922000000,274315,2020-12-14T05:00:00Z,MSFT,Microsoft
27018106,213.6235,215.165,214.13,215.42,212.24,1608008400000,228727,2020-12-15T05:00:00Z,MSFT,Microsoft
35021923,218.4502,214.75,219.28,220.11,214.72,1608094800000,303982,2020-12-16T05:00:00Z,MSFT,Microsoft
32442784,219.1113,219.87,219.42,220.89,217.92,1608181200000,250328,2020-12-17T05:00:00Z,MSFT,Microsoft
63354922,218.2968,218.59,218.59,219.69,216.02,1608267600000,292060,2020-12-18T05:00:00Z,MSFT,Microsoft
37181886,221.1861,217.55,222.59,224,217.2801,1608526800000,331598,2020-12-21T05:00:00Z,MSFT,Microsoft
22643397,223.9544,222.69,223.94,225.63,221.85,1608613200000,240475,2020-12-22T05:00:00Z,MSFT,Microsoft
18699638,222.2573,223.11,221.02,223.5589,220.8,1608699600000,188293,2020-12-23T05:00:00Z,MSFT,Microsoft
10550572,222.4604,221.42,222.75,223.61,221.2,1608786000000,120864,2020-12-24T05:00:00Z,MSFT,Microsoft
17933496,224.9729,224.45,224.96,226.03,223.02,1609131600000,205180,2020-12-28T05:00:00Z,MSFT,Microsoft
17402513,224.9706,226.31,224.15,227.18,223.58,1609218000000,200622,2020-12-29T05:00:00Z,MSFT,Microsoft
20272337,222.4642,225.23,221.68,225.63,221.47,1609304400000,203626,2020-12-30T05:00:00Z,MSFT,Microsoft
20692132,221.503,221.7,222.42,223,219.68,1609390800000,181623,2020-12-31T05:00:00Z,MSFT,Microsoft
37130139,217.817,222.53,217.69,223,214.81,1609736400000,390920,2021-01-04T05:00:00Z,MSFT,Microsoft
23808703,217.4062,217.26,217.9,218.52,215.7,1609822800000,257709,2021-01-05T05:00:00Z,MSFT,Microsoft
35930653,213.8241,212.17,212.25,216.4899,211.94,1609909200000,421013,2021-01-06T05:00:00Z,MSFT,Microsoft
27694480,217.6921,214.04,218.29,219.34,213.71,1609995600000,268911,2021-01-07T05:00:00Z,MSFT,Microsoft
22956136,219.0003,218.68,219.62,220.58,217.0261,1610082000000,255786,2021-01-08T05:00:00Z,MSFT,Microsoft
23047029,217.7663,218.47,217.49,218.91,216.73,1610341200000,226361,2021-01-11T05:00:00Z,MSFT,Microsoft
23249336,215.0353,216.5,214.93,217.1,213.3202,1610427600000,269901,2021-01-12T05:00:00Z,MSFT,Microsoft
20087080,215.7136,214.02,216.34,216.76,213.9266,1610514000000,215173,2021-01-13T05:00:00Z,MSFT,Microsoft
28846837,214.2465,215.91,213.02,217.46,212.74,1610600400000,295723,2021-01-14T05:00:00Z,MSFT,Microsoft
31730012,213.257,213.52,212.65,214.51,212.03,1610686800000,268490,2021-01-15T05:00:00Z,MSFT,Microsoft
30480859,215.3548,213.75,216.44,216.98,212.63,1611032400000,277437,2021-01-19T05:00:00Z,MSFT,Microsoft
37777260,223.5157,217.7,224.34,225.79,217.2908,1611118800000,396266,2021-01-20T05:00:00Z,MSFT,Microsoft
30746353,224.8931,224.7,224.97,226.3,222.42,1611205200000,298735,2021-01-21T05:00:00Z,MSFT,Microsoft
30172663,227.8147,227.08,225.95,230.07,225.8,1611291600000,311529,2021-01-22T05:00:00Z,MSFT,Microsoft
33152095,227.9923,229.12,229.53,229.78,224.22,1611550800000,396893,2021-01-25T05:00:00Z,MSFT,Microsoft
49167001,234.1045,231.86,232.33,234.18,230.08,1611637200000,507659,2021-01-26T05:00:00Z,MSFT,Microsoft
69789638,235.2498,238,232.9,240.44,230.14,1611723600000,793734,2021-01-27T05:00:00Z,MSFT,Microsoft
49111159,239.3331,235.61,238.93,242.64,235.09,1611810000000,534419,2021-01-28T05:00:00Z,MSFT,Microsoft
42503138,233.9235,235.99,231.96,238.02,231.35,1611896400000,526270,2021-01-29T05:00:00Z,MSFT,Microsoft
33314193,238.7587,235.06,239.65,242.5,232.43,1612155600000,401530,2021-02-01T05:00:00Z,MSFT,Microsoft
25916337,240.2685,241.3,239.51,242.31,238.69,1612242000000,299116,2021-02-02T05:00:00Z,MSFT,Microsoft
27033104,242.769,239.57,243,245.09,239.26,1612328400000,289327,2021-02-03T05:00:00Z,MSFT,Microsoft
25196100,241.4567,242.66,242.01,243.2399,240.37,1612414800000,269882,2021-02-04T05:00:00Z,MSFT,Microsoft
18054752,241.7288,242.23,242.2,243.28,240.42,1612501200000,218266,2021-02-05T05:00:00Z,MSFT,Microsoft
22211929,242.1367,243.15,242.47,243.68,240.81,1612760400000,219524,2021-02-08T05:00:00Z,MSFT,Microsoft
23564953,243.3312,241.87,243.77,244.76,241.38,1612846800000,210433,2021-02-09T05:00:00Z,MSFT,Microsoft
22186706,242.7461,245,242.82,245.92,240.89,1612933200000,262693,2021-02-10T05:00:00Z,MSFT,Microsoft
15741059,243.6826,244.78,244.49,245.15,242.15,1613019600000,187496,2021-02-11T05:00:00Z,MSFT,Microsoft
16561079,244.1618,243.9332,244.99,245.3,242.73,1613106000000,176508,2021-02-12T05:00:00Z,MSFT,Microsoft
26578487,243.9244,245.03,243.7,246.13,242.92,1613451600000,242308,2021-02-16T05:00:00Z,MSFT,Microsoft
20685609,242.6323,241.32,244.2,244.31,240.94,1613538000000,190806,2021-02-17T05:00:00Z,MSFT,Microsoft
16925563,242.5452,241.8,243.79,243.93,240.86,1613624400000,191731,2021-02-18T05:00:00Z,MSFT,Microsoft
25262600,241.5301,243.75,240.97,243.86,240.18,1613710800000,256308,2021-02-19T05:00:00Z,MSFT,Microsoft
36310936,234.7145,237.42,234.51,237.93,232.4,1613970000000,395982,2021-02-22T05:00:00Z,MSFT,Microsoft
30228704,232.0664,230.325,233.27,234.83,228.73,1614056400000,429053,2021-02-23T05:00:00Z,MSFT,Microsoft
26339746,232.5896,230.01,234.55,235.2,229,1614142800000,303223,2021-02-24T05:00:00Z,MSFT,Microsoft
39437555,230.6303,232.08,228.99,234.5852,227.88,1614229200000,506079,2021-02-25T05:00:00Z,MSFT,Microsoft
37818227,232.7611,231.525,232.38,235.37,229.54,1614315600000,442933,2021-02-26T05:00:00Z,MSFT,Microsoft
25332837,236.387,235.9,236.94,237.47,233.15,1614574800000,295565,2021-03-01T05:00:00Z,MSFT,Microsoft
22812459,234.6764,237.01,233.87,237.3,233.45,1614661200000,310399,2021-03-02T05:00:00Z,MSFT,Microsoft
33944526,229.2909,232.155,227.56,233.5799,227.26,1614747600000,513167,2021-03-03T05:00:00Z,MSFT,Microsoft
44727785,227.5043,226.735,226.73,232.49,224.26,1614834000000,684212,2021-03-04T05:00:00Z,MSFT,Microsoft
41865120,230.322,229.5165,231.6,233.27,226.46,1614920400000,645035,2021-03-05T05:00:00Z,MSFT,Microsoft
35267440,229.9848,231.37,227.39,233.365,227.13,1615179600000,581643,2021-03-08T05:00:00Z,MSFT,Microsoft
33080531,233.8078,232.88,233.78,235.3839,231.67,1615266000000,391046,2021-03-09T05:00:00Z,MSFT,Microsoft
29715812,234.0674,237,232.42,237,232.04,1615352400000,473802,2021-03-10T05:00:00Z,MSFT,Microsoft
29907586,237.2411,234.96,237.13,239.17,234.31,1615438800000,354196,2021-03-11T05:00:00Z,MSFT,Microsoft
22653662,234.8259,234.01,235.75,235.82,233.23,1615525200000,300692,2021-03-12T05:00:00Z,MSFT,Microsoft
25974669,233.6182,234.96,234.81,235.185,231.81,1615780800000,333447,2021-03-15T04:00:00Z,MSFT,Microsoft
28092196,238.3783,236.28,237.71,240.055,235.94,1615867200000,367070,2021-03-16T04:00:00Z,MSFT,Microsoft
29562100,235.8953,236.15,237.04,238.55,233.23,1615953600000,398845,2021-03-17T04:00:00Z,MSFT,Microsoft
34852251,231.9027,232.56,230.72,234.19,230.33,1616040000000,457289,2021-03-18T04:00:00Z,MSFT,Microsoft
46430730,230.8355,231.02,230.35,232.474,229.3496,1616126400000,386912,2021-03-19T04:00:00Z,MSFT,Microsoft
30121755,235.3089,230.27,235.99,236.9,230.14,1616385600000,325313,2021-03-22T04:00:00Z,MSFT,Microsoft
31638376,238.812,237.485,237.58,241.05,237.07,1616472000000,358868,2021-03-23T04:00:00Z,MSFT,Microsoft
25620127,236.3442,237.845,235.46,238,235.32,1616558400000,383284,2021-03-24T04:00:00Z,MSFT,Microsoft
34061853,233.0894,235.3,232.34,236.94,231.57,1616644800000,468546,2021-03-25T04:00:00Z,MSFT,Microsoft
25470753,234.6441,231.55,236.48,236.71,231.55,1616731200000,310059,2021-03-26T04:00:00Z,MSFT,Microsoft
25227455,234.4416,236.59,235.24,236.8,231.88,1616990400000,319201,2021-03-29T04:00:00Z,MSFT,Microsoft
24792012,232.007,233.525,231.85,233.85,231.1,1617076800000,307223,2021-03-30T04:00:00Z,MSFT,Microsoft
43614871,236.0499,232.91,235.77,239.1,232.39,1617163200000,408582,2021-03-31T04:00:00Z,MSFT,Microsoft
30337982,241.3165,238.47,242.35,242.84,238.0501,1617249600000,369531,2021-04-01T04:00:00Z,MSFT,Microsoft
36890609,248.2333,242.76,249.07,249.96,242.7,1617595200000,422755,2021-04-05T04:00:00Z,MSFT,Microsoft
22816923,248.208,247.61,247.86,249.4,246.88,1617681600000,271870,2021-04-06T04:00:00Z,MSFT,Microsoft
22713585,249.7597,247.81,249.9,250.93,247.19,1617768000000,263867,2021-04-07T04:00:00Z,MSFT,Microsoft
23625197,253.0524,252.77,253.25,254.139,252,1617854400000,280008,2021-04-08T04:00:00Z,MSFT,Microsoft
24326833,254.6528,252.87,255.85,255.99,252.44,1617940800000,268038,2021-04-09T04:00:00Z,MSFT,Microsoft
27148668,256.1295,254.71,255.91,257.67,254.62,1618200000000,324848,2021-04-12T04:00:00Z,MSFT,Microsoft
23837469,257.9831,257.2573,258.49,259.19,256.83,1618286400000,285551,2021-04-13T04:00:00Z,MSFT,Microsoft
23070938,256.5377,257.475,255.59,258.83,255.16,1618372800000,323890,2021-04-14T04:00:00Z,MSFT,Microsoft
25627481,259.0892,257.931,259.5,259.93,257.73,1618459200000,306428,2021-04-15T04:00:00Z,MSFT,Microsoft
24878582,260.0374,259.47,260.74,261,257.6014,1618545600000,302985,2021-04-16T04:00:00Z,MSFT,Microsoft
23209260,259.0721,260.19,258.74,261.48,257.821,1618804800000,293641,2021-04-19T04:00:00Z,MSFT,Microsoft
19722875,258.2719,257.82,258.26,260.2,256.84,1618891200000,281309,2021-04-20T04:00:00Z,MSFT,Microsoft
23990383,259.575,258.94,260.58,260.68,257.25,1618977600000,272767,2021-04-21T04:00:00Z,MSFT,Microsoft
25593777,258.419,260.21,257.17,261.78,255.64,1619064000000,368851,2021-04-22T04:00:00Z,MSFT,Microsoft
21499286,260.377,257.88,261.15,261.51,257.27,1619150400000,248124,2021-04-23T04:00:00Z,MSFT,Microsoft
19763346,261.3754,261.66,261.55,262.435,260.17,1619409600000,261642,2021-04-26T04:00:00Z,MSFT,Microsoft
30764213,260.0699,261.585,261.97,263.19,260.12,1619496000000,405196,2021-04-27T04:00:00Z,MSFT,Microsoft
46903119,254.5516,256.078,254.56,256.5399,252.95,1619582400000,640658,2021-04-28T04:00:00Z,MSFT,Microsoft
40589023,251.8285,255.46,252.51,256.1,249,1619668800000,556646,2021-04-29T04:00:00Z,MSFT,Microsoft
30945098,251.6108,249.74,252.18,253.08,249.6,1619755200000,358913,2021-04-30T04:00:00Z,MSFT,Microsoft
19426568,252.3653,253.4,251.86,254.35,251.12,1620014400000,300183,2021-05-03T04:00:00Z,MSFT,Microsoft
32756052,247.5786,250.97,247.79,251.21,245.76,1620100800000,444266,2021-05-04T04:00:00Z,MSFT,Microsoft
21888125,247.7274,249.06,246.47,249.5,245.82,1620187200000,276824,2021-05-05T04:00:00Z,MSFT,Microsoft
26478085,247.6608,246.45,249.73,249.86,244.69,1620273600000,336494,2021-05-06T04:00:00Z,MSFT,Microsoft
27032912,252.7538,252.15,252.46,254.3,251.17,1620360000000,303497,2021-05-07T04:00:00Z,MSFT,Microsoft
29299890,248.6859,250.87,247.18,251.73,247.12,1620619200000,303212,2021-05-10T04:00:00Z,MSFT,Microsoft
33641589,245.2323,244.55,246.23,246.6,242.57,1620705600000,389102,2021-05-11T04:00:00Z,MSFT,Microsoft
36684370,240.0312,242.165,239,244.38,238.07,1620792000000,436656,2021-05-12T04:00:00Z,MSFT,Microsoft
29585298,243.3712,241.8,243.03,245.6,241.42,1620878400000,367834,2021-05-13T04:00:00Z,MSFT,Microsoft
23901081,247.9397,245.575,248.15,249.18,245.49,1620964800000,279555,2021-05-14T04:00:00Z,MSFT,Microsoft
24970168,244.8521,246.55,245.18,246.59,243.52,1621224000000,292523,2021-05-17T04:00:00Z,MSFT,Microsoft
20167975,244.6274,246.27,243.08,246.41,242.9,1621310400000,235575,2021-05-18T04:00:00Z,MSFT,Microsoft
25739807,241.5888,239.31,243.12,243.23,238.6,1621396800000,340725,2021-05-19T04:00:00Z,MSFT,Microsoft
21800716,246.5319,243.96,246.48,247.95,243.86,1621483200000,226710,2021-05-20T04:00:00Z,MSFT,Microsoft
21830058,245.9809,247.565,245.17,248.33,244.74,1621569600000,233481,2021-05-21T04:00:00Z,MSFT,Microsoft
21411547,250.3348,247.785,250.78,251.16,247.51,1621828800000,239776,2021-05-24T04:00:00Z,MSFT,Microsoft
17700303,251.4842,251.769,251.72,252.75,250.82,1621915200000,212083,2021-05-25T04:00:00Z,MSFT,Microsoft
17771600,251.3609,251.43,251.49,252.94,250.75,1622001600000,195777,2021-05-26T04:00:00Z,MSFT,Microsoft
24426244,249.9316,251.17,249.31,251.48,249.25,1622088000000,223093,2021-05-27T04:00:00Z,MSFT,Microsoft
18265642,250.6562,250.995,249.68,252.08,249.56,1622174400000,190179,2021-05-28T04:00:00Z,MSFT,Microsoft
23213310,248.592,251.23,247.4,251.29,246.96,1622520000000,266678,2021-06-01T04:00:00Z,MSFT,Microsoft
19406705,247.6484,248.125,247.3,249.27,245.84,1622606400000,231542,2021-06-02T04:00:00Z,MSFT,Microsoft
25108111,245.0698,245.22,245.71,246.34,243,1622692800000,254084,2021-06-03T04:00:00Z,MSFT,Microsoft
25281094,250.2145,247.76,250.79,251.65,247.51,1622779200000,246739,2021-06-04T04:00:00Z,MSFT,Microsoft
23079167,252.6622,249.98,253.81,254.09,249.81,1623038400000,239409,2021-06-07T04:00:00Z,MSFT,Microsoft
22454998,253.5686,255.16,252.57,256.01,252.51,1623124800000,239693,2021-06-08T04:00:00Z,MSFT,Microsoft
17937634,254.2112,253.81,253.59,255.53,253.21,1623211200000,210570,2021-06-09T04:00:00Z,MSFT,Microsoft
24563619,256.4281,254.29,257.24,257.46,253.67,1623297600000,264424,2021-06-10T04:00:00Z,MSFT,Microsoft
18949731,257.5993,257.985,257.89,258.4868,256.61,1623384000000,220398,2021-06-11T04:00:00Z,MSFT,Microsoft
19150507,258.7219,257.9,259.89,259.95,256.8,1623643200000,198533,2021-06-14T04:00:00Z,MSFT,Microsoft
18016931,258.6822,259.775,258.36,259.99,257.68,1623729600000,209487,2021-06-15T04:00:00Z,MSFT,Microsoft
27219955,257.8147,259.4,257.38,260.58,254.42,1623816000000,308926,2021-06-16T04:00:00Z,MSFT,Microsoft
27565537,260.038,256.065,260.9,261.75,256.01,1623902400000,304743,2021-06-17T04:00:00Z,MSFT,Microsoft
37162767,260.1638,259.63,259.43,262.3,258.75,1623988800000,316742,2021-06-18T04:00:00Z,MSFT,Microsoft
26696119,261.9392,259.82,262.63,263.52,257.92,1624248000000,298361,2021-06-21T04:00:00Z,MSFT,Microsoft
24694090,264.7953,262.72,265.51,265.79,262.4,1624334400000,253763,2021-06-22T04:00:00Z,MSFT,Microsoft
19518681,265.3424,265.99,265.275,266.83,264.43,1624420800000,236577,2021-06-23T04:00:00Z,MSFT,Microsoft
21346867,266.7737,266.16,266.69,267.85,265.47,1624507200000,235958,2021-06-24T04:00:00Z,MSFT,Microsoft
23891113,265.3848,266.23,265.02,267.25,264.76,1624593600000,215061,2021-06-25T04:00:00Z,MSFT,Microsoft
19590024,268.1287,266.185,268.72,268.9,265.91,1624852800000,239210,2021-06-28T04:00:00Z,MSFT,Microsoft
19921311,270.4822,268.865,271.4,271.65,267.98,1624939200000,238419,2021-06-29T04:00:00Z,MSFT,Microsoft
21547257,270.6723,270.69,270.9,271.3598,269.6043,1625025600000,232757,2021-06-30T04:00:00Z,MSFT,Microsoft
16725323,270.7933,269.61,271.6,271.84,269.6,1625112000000,196894,2021-07-01T04:00:00Z,MSFT,Microsoft
26474408,276.3861,272.82,277.65,278,272.5,1625198400000,283710,2021-07-02T04:00:00Z,MSFT,Microsoft
31565556,277.4582,278.03,277.66,279.3698,274.3,1625544000000,365687,2021-07-06T04:00:00Z,MSFT,Microsoft
23260031,279.6527,279.4,279.93,280.6945,277.15,1625630400000,299189,2021-07-07T04:00:00Z,MSFT,Microsoft
24605941,277.1555,276.9,277.42,278.73,274.87,1625716800000,333194,2021-07-08T04:00:00Z,MSFT,Microsoft
23676665,277.0749,275.72,277.94,278.05,275.32,1625803200000,264353,2021-07-09T04:00:00Z,MSFT,Microsoft
18931695,277.5176,279.157,277.32,279.77,276.58,1626062400000,212250,2021-07-12T04:00:00Z,MSFT,Microsoft
26120128,281.0168,277.52,280.98,282.8477,277.39,1626148800000,305657,2021-07-13T04:00:00Z,MSFT,Microsoft
23113662,282.6312,282.345,282.51,283.66,280.55,1626235200000,268304,2021-07-14T04:00:00Z,MSFT,Microsoft
22604227,281.0044,282,281.03,282.51,279.83,1626321600000,296274,2021-07-15T04:00:00Z,MSFT,Microsoft
26186848,281.6857,282.07,280.75,284.1,279.46,1626408000000,283333,2021-07-16T04:00:00Z,MSFT,Microsoft
32935634,277.0244,278.9335,277.01,280.37,274.45,1626667200000,405114,2021-07-19T04:00:00Z,MSFT,Microsoft
26259741,279.0782,278.03,279.32,280.97,276.26,1626753600000,267195,2021-07-20T04:00:00Z,MSFT,Microsoft
24364320,280.489,278.905,281.4,281.52,277.29,1626840000000,254890,2021-07-21T04:00:00Z,MSFT,Microsoft
23384059,285.5054,283.84,286.14,286.42,283.42,1626926400000,257353,2021-07-22T04:00:00Z,MSFT,Microsoft
22767371,288.9299,287.37,289.67,289.99,286.5,1627012800000,277182,2021-07-23T04:00:00Z,MSFT,Microsoft
23153573,288.5004,289,289.05,289.69,286.642,1627272000000,260023,2021-07-26T04:00:00Z,MSFT,Microsoft
33592179,285.3983,289.43,286.54,289.575,282.95,1627358400000,427018,2021-07-27T04:00:00Z,MSFT,Microsoft
33506853,287.211,288.99,286.22,290.15,283.8303,1627444800000,392256,2021-07-28T04:00:00Z,MSFT,Microsoft
18168294,286.8593,286.235,286.5,288.618,286.08,1627531200000,227631,2021-07-29T04:00:00Z,MSFT,Microsoft
20944846,284.9562,285.17,284.91,286.66,283.91,1627617600000,258726,2021-07-30T04:00:00Z,MSFT,Microsoft
16261757,285.2642,286.36,284.82,286.775,283.74,1627876800000,216148,2021-08-02T04:00:00Z,MSFT,Microsoft
17879048,286.0974,285.42,287.12,287.23,284,1627963200000,227749,2021-08-03T04:00:00Z,MSFT,Microsoft
16187331,286.3071,286.22,286.51,287.5883,284.65,1628049600000,204550,2021-08-04T04:00:00Z,MSFT,Microsoft
13900167,288.4802,286.88,289.52,289.63,286.1,1628136000000,184739,2021-08-05T04:00:00Z,MSFT,Microsoft
16589336,288.8028,288.505,289.46,289.5,287.6238,1628222400000,175525,2021-08-06T04:00:00Z,MSFT,Microsoft
16117629,288.6941,289.75,288.33,291.55,287.81,1628481600000,189324,2021-08-09T04:00:00Z,MSFT,Microsoft
18616578,286.8988,288.8,286.44,289.25,285.2,1628568000000,211784,2021-08-10T04:00:00Z,MSFT,Microsoft
13955934,286.9447,287.21,286.95,288.66,285.86,1628654400000,189792,2021-08-11T04:00:00Z,MSFT,Microsoft
14570391,289.0645,286.63,289.81,289.97,286.34,1628740800000,174282,2021-08-12T04:00:00Z,MSFT,Microsoft
18249046,291.3639,289.48,292.85,292.9,289.3,1628827200000,192365,2021-08-13T04:00:00Z,MSFT,Microsoft
22516027,293.0005,293.19,294.6,294.82,290.02,1629086400000,255726,2021-08-16T04:00:00Z,MSFT,Microsoft
20075250,292.6055,292.39,293.08,293.43,291.08,1629172800000,262741,2021-08-17T04:00:00Z,MSFT,Microsoft
21619885,292.5995,292.04,290.73,294.82,290.27,1629259200000,251718,2021-08-18T04:00:00Z,MSFT,Microsoft
29850461,294.7394,288.6935,296.77,297.47,288.64,1629345600000,356371,2021-08-19T04:00:00Z,MSFT,Microsoft
40815006,303.5992,299.72,304.36,305.84,298.06,1629432000000,424370,2021-08-20T04:00:00Z,MSFT,Microsoft
22820157,304.2828,303.245,304.65,305.4,301.85,1629691200000,273395,2021-08-23T04:00:00Z,MSFT,Microsoft
18153274,303.0899,305.02,302.62,305.65,302.0035,1629777600000,239282,2021-08-24T04:00:00Z,MSFT,Microsoft
19906057,301.9554,304.3,302.01,304.59,300.42,1629864000000,227170,2021-08-25T04:00:00Z,MSFT,Microsoft
17666084,300.2966,300.99,299.09,302.429,298.95,1629950400000,243800,2021-08-26T04:00:00Z,MSFT,Microsoft
22605726,299.2422,298.987,299.72,300.87,296.83,1630036800000,242943,2021-08-27T04:00:00Z,MSFT,Microsoft
16348072,303.2701,301.115,303.59,304.22,301.06,1630296000000,209224,2021-08-30T04:00:00Z,MSFT,Microsoft
26274238,302.7647,304.42,301.88,304.5,301.5,1630382400000,234756,2021-08-31T04:00:00Z,MSFT,Microsoft
18914026,303.0256,302.865,301.83,305.19,301.49,1630468800000,244910,2021-09-01T04:00:00Z,MSFT,Microsoft
16290545,301.3689,302.2,301.15,303.3602,300.18,1630555200000,227810,2021-09-02T04:00:00Z,MSFT,Microsoft
14751609,301.4777,300.99,301.14,302.6,300.26,1630641600000,181614,2021-09-03T04:00:00Z,MSFT,Microsoft
17369332,299.9436,301.005,300.18,301.09,298.2,1630987200000,270623,2021-09-07T04:00:00Z,MSFT,Microsoft
15046819,299.1185,299.78,300.21,300.61,297.4651,1631073600000,246198,2021-09-08T04:00:00Z,MSFT,Microsoft
19927000,298.6934,300.82,297.25,302.14,297,1631160000000,274731,2021-09-09T04:00:00Z,MSFT,Microsoft
19633363,297.3192,298.415,295.71,299.92,295.38,1631246400000,296248,2021-09-10T04:00:00Z,MSFT,Microsoft
23931707,296.1317,297.55,296.99,298.54,294.08,1631505600000,309936,2021-09-13T04:00:00Z,MSFT,Microsoft
22189292,299.9204,299.56,299.79,301.39,298.1,1631592000000,279350,2021-09-14T04:00:00Z,MSFT,Microsoft
28728377,303.9982,303.26,304.82,305.32,301.82,1631678400000,351816,2021-09-15T04:00:00Z,MSFT,Microsoft
19550815,303.5104,303.76,305.22,305.31,300.76,1631764800000,251476,2021-09-16T04:00:00Z,MSFT,Microsoft
41372456,301.0029,304.17,299.87,304.5,299.53,1631851200000,330843,2021-09-17T04:00:00Z,MSFT,Microsoft
38278661,293.8269,296.33,294.3,298.72,289.52,1632110400000,546438,2021-09-20T04:00:00Z,MSFT,Microsoft
22364103,295.6193,295.69,294.8,297.54,294.07,1632196800000,297336,2021-09-21T04:00:00Z,MSFT,Microsoft
26626342,298.1538,296.725,298.58,300.22,294.51,1632283200000,337059,2021-09-22T04:00:00Z,MSFT,Microsoft
18604601,299.7428,298.845,299.56,300.9,297.5339,1632369600000,236240,2021-09-23T04:00:00Z,MSFT,Microsoft
14998978,298.4973,298.23,299.35,299.8,296.93,1632456000000,218412,2021-09-24T04:00:00Z,MSFT,Microsoft
23559276,294.4246,296.14,294.17,296.47,292.9449,1632715200000,328836,2021-09-27T04:00:00Z,MSFT,Microsoft
43184837,285.4855,289.795,283.52,290.78,282.75,1632801600000,616437,2021-09-28T04:00:00Z,MSFT,Microsoft
26353696,284.6546,285.1,284,286.77,283.01,1632888000000,358442,2021-09-29T04:00:00Z,MSFT,Microsoft
